,0
0,0.0234375
1,-0.08984375
2,-0.056640625
3,-0.0009765625
4,-0.0205078125
5,-0.4560546875
6,-0.07421875
7,0.009765625
8,-0.0361328125
9,-0.1552734375
10,-0.044921875
11,0.033203125
12,-0.01953125
13,-0.1552734375
14,-0.005859375
15,0.07421875
16,0.0234375
17,-0.1005859375
18,-0.064453125
19,0.0224609375
20,-0.025390625
21,-0.1162109375
22,0.01953125
23,0.08984375
24,0.0263671875
25,-0.115234375
26,-0.037109375
27,0.04296875
28,-0.0107421875
29,-0.13671875
30,0.0087890625
31,0.087890625
32,0.0322265625
33,-0.0791015625
34,-0.025390625
35,0.048828125
36,-0.00390625
37,-0.1220703125
38,-0.0166015625
39,0.0576171875
40,-0.0029296875
41,-0.13671875
42,-0.0341796875
43,0.0419921875
44,-0.01171875
45,-0.134765625
46,0.0087890625
47,0.0927734375
48,0.0341796875
49,-0.08203125
50,-0.0478515625
51,0.0361328125
52,-0.0126953125
53,-0.1376953125
54,0.0087890625
55,0.091796875
56,0.0361328125
57,-0.0380859375
58,0.095703125
59,0.1650390625
60,0.095703125
61,-0.0205078125
62,0.1064453125
63,0.171875
64,0.0966796875
65,-0.0751953125
66,-0.0263671875
67,0.0517578125
68,-0.0068359375
69,-0.162109375
70,-0.05859375
71,0.0224609375
72,-0.0283203125
73,-0.15625
74,-0.0478515625
75,0.0341796875
76,-0.01953125
77,-0.1962890625
78,-0.0380859375
79,0.0478515625
80,0.001953125
81,-0.13671875
82,-0.06640625
83,0.0126953125
84,-0.0322265625
85,-0.208984375
86,-0.048828125
87,0.0439453125
88,0.0
89,-0.1181640625
90,0.0244140625
91,0.1103515625
92,0.0458984375
93,-0.0654296875
94,0.0673828125
95,0.142578125
96,0.0751953125
97,-0.0439453125
98,0.0859375
99,0.1572265625
100,0.0869140625
101,-0.03125
102,0.09765625
103,0.16796875
104,0.09375
105,-0.0302734375
106,0.0966796875
107,0.1669921875
108,0.0908203125
109,-0.041015625
110,0.087890625
111,0.1572265625
112,0.08203125
113,-0.056640625
114,0.0712890625
115,0.1435546875
116,0.072265625
117,-0.005859375
118,0.1201171875
119,0.1875
120,0.107421875
121,0.0166015625
122,0.138671875
123,0.2021484375
124,0.119140625
125,0.0234375
126,0.146484375
127,0.2080078125
128,0.1220703125
129,-0.0087890625
130,0.046875
131,0.1044921875
132,0.0302734375
133,-0.1103515625
134,-0.013671875
135,0.056640625
136,-0.0078125
137,-0.13671875
138,-0.037109375
139,0.0361328125
140,-0.0224609375
141,-0.1435546875
142,-0.001953125
143,0.0771484375
144,0.017578125
145,-0.09375
146,-0.0380859375
147,0.0380859375
148,-0.01953125
149,-0.15234375
150,-0.005859375
151,0.0732421875
152,0.0166015625
153,-0.109375
154,0.029296875
155,0.1064453125
156,0.0390625
157,-0.107421875
158,-0.0498046875
159,0.0263671875
160,-0.033203125
161,-0.22265625
162,-0.1142578125
163,-0.025390625
164,-0.0703125
165,-0.2578125
166,-0.1396484375
167,-0.044921875
168,-0.08203125
169,-0.2919921875
170,-0.1201171875
171,-0.0166015625
172,-0.0498046875
173,-0.1162109375
174,0.029296875
175,0.1103515625
176,0.044921875
177,-0.03125
178,0.099609375
179,0.169921875
180,0.091796875
181,-0.0224609375
182,0.037109375
183,0.1025390625
184,0.0283203125
185,-0.11328125
186,0.0234375
187,0.1015625
188,0.03515625
189,-0.1181640625
190,-0.0595703125
191,0.0166015625
192,-0.0341796875
193,-0.1640625
194,-0.05859375
195,0.01953125
196,-0.0341796875
197,-0.173828125
198,-0.0615234375
199,0.013671875
200,-0.0400390625
201,-0.162109375
202,-0.0146484375
203,0.068359375
204,0.0126953125
205,-0.1015625
206,-0.048828125
207,0.0322265625
208,-0.0224609375
209,-0.1689453125
210,-0.0205078125
211,0.06640625
212,0.01171875
213,-0.1240234375
214,-0.056640625
215,0.0224609375
