,0
0,-0.0302734375
1,-0.2060546875
2,-0.1435546875
3,-0.0751953125
4,-0.078125
5,-0.47265625
6,-0.1337890625
7,-0.0419921875
8,-0.076171875
9,-0.2177734375
10,-0.10546875
11,-0.0185546875
12,-0.0595703125
13,-0.1689453125
14,-0.05859375
15,0.015625
16,-0.03125
17,-0.1513671875
18,-0.005859375
19,0.07421875
20,0.0224609375
21,-0.10546875
22,-0.0439453125
23,0.0302734375
24,-0.0205078125
25,-0.1552734375
26,-0.0107421875
27,0.0703125
28,0.01953125
29,-0.109375
30,0.0244140625
31,0.1025390625
32,0.0439453125
33,-0.1005859375
34,0.0341796875
35,0.10546875
36,0.048828125
37,-0.0751953125
38,-0.048828125
39,0.029296875
40,-0.015625
41,-0.1357421875
42,0.0087890625
43,0.0859375
44,0.03125
45,-0.05859375
46,0.0712890625
47,0.1396484375
48,0.0732421875
49,-0.0439453125
50,0.0146484375
51,0.080078125
52,0.0146484375
53,-0.1728515625
54,-0.0283203125
55,0.0556640625
56,0.0068359375
57,-0.1240234375
58,0.0146484375
59,0.0927734375
60,0.0361328125
61,-0.1015625
62,-0.07421875
63,0.005859375
64,-0.037109375
65,-0.171875
66,-0.0927734375
67,-0.005859375
68,-0.044921875
69,-0.1650390625
70,-0.017578125
71,0.06640625
72,0.0166015625
73,-0.0654296875
74,0.0673828125
75,0.1376953125
76,0.0703125
77,-0.01171875
78,0.1123046875
79,0.1767578125
80,0.1005859375
81,-0.01953125
82,0.1015625
83,0.166015625
84,0.0927734375
85,-0.048828125
86,0.076171875
87,0.140625
88,0.072265625
89,-0.013671875
90,0.109375
91,0.173828125
92,0.095703125
93,-0.0654296875
94,-0.0107421875
95,0.0576171875
96,-0.005859375
97,-0.1982421875
98,-0.046875
99,0.0400390625
100,-0.0087890625
101,-0.130859375
102,-0.0693359375
103,0.0068359375
104,-0.041015625
105,-0.1650390625
106,-0.0576171875
107,0.017578125
108,-0.0341796875
109,-0.2138671875
110,-0.0595703125
111,0.0302734375
112,-0.0126953125
113,-0.15625
114,-0.0107421875
115,0.0703125
116,0.0166015625
117,-0.0634765625
118,0.0693359375
119,0.1416015625
120,0.0693359375
121,-0.0546875
122,0.0712890625
123,0.142578125
124,0.0712890625
125,-0.0615234375
126,0.064453125
127,0.1318359375
128,0.064453125
129,-0.0830078125
130,-0.0498046875
131,0.0234375
132,-0.0283203125
133,-0.22265625
134,-0.1552734375
135,-0.0546875
136,-0.0849609375
137,-0.2080078125
138,-0.0537109375
139,0.0361328125
140,-0.009765625
141,-0.140625
142,-0.078125
143,0.0029296875
144,-0.04296875
145,-0.16015625
146,-0.0576171875
147,0.021484375
148,-0.029296875
149,-0.21484375
150,-0.0615234375
151,0.029296875
152,-0.0126953125
153,-0.16015625
154,-0.0146484375
155,0.0712890625
156,0.017578125
157,-0.0498046875
158,0.0830078125
159,0.1533203125
160,0.083984375
161,0.0
162,0.12109375
163,0.1845703125
164,0.107421875
165,-0.0185546875
166,0.0244140625
167,0.0849609375
168,0.0185546875
169,-0.0791015625
170,0.04296875
171,0.1064453125
172,0.03515625
173,-0.115234375
174,0.0205078125
175,0.0927734375
176,0.0322265625
177,-0.064453125
178,0.0654296875
179,0.1318359375
180,0.064453125
181,-0.11328125
182,-0.0576171875
183,0.0166015625
184,-0.03515625
185,-0.2509765625
186,-0.0908203125
187,0.0029296875
188,-0.0341796875
189,-0.154296875
190,-0.1240234375
191,-0.02734375
192,-0.0634765625
193,-0.185546875
194,-0.03515625
195,0.0517578125
196,0.00390625
197,-0.1279296875
198,-0.06640625
199,0.01171875
200,-0.037109375
201,-0.1708984375
202,-0.0615234375
203,0.0146484375
204,-0.0341796875
205,-0.220703125
206,-0.064453125
207,0.025390625
208,-0.0146484375
209,-0.138671875
210,0.0048828125
211,0.08984375
212,0.03125
213,-0.05078125
214,0.0810546875
215,0.1513671875
216,0.0791015625
217,0.00390625
218,0.126953125
219,0.193359375
220,0.11328125
221,-0.0048828125
222,0.0537109375
223,0.1103515625
224,0.0400390625
225,-0.0791015625
226,0.0556640625
227,0.1259765625
228,0.05859375
229,-0.0625
230,-0.0166015625
231,0.056640625
232,-0.005859375
233,-0.0927734375
234,0.0322265625
235,0.099609375
236,0.0283203125
237,-0.119140625
238,0.0166015625
239,0.091796875
240,0.03125
241,-0.091796875
242,-0.0322265625
243,0.037109375
244,-0.0185546875
245,-0.2119140625
246,-0.1015625
247,-0.0185546875
248,-0.0595703125
249,-0.2724609375
250,-0.1015625
251,-0.0068359375
252,-0.0419921875
253,-0.1591796875
254,-0.126953125
255,-0.029296875
256,-0.06640625
257,-0.1884765625
258,-0.0361328125
259,0.0517578125
260,0.00390625
261,-0.0810546875
262,0.0556640625
263,0.126953125
264,0.0634765625
265,-0.05859375
266,0.0048828125
267,0.0712890625
268,0.0068359375
269,-0.1865234375
270,-0.0341796875
271,0.05078125
272,0.0009765625
273,-0.1474609375
274,-0.001953125
275,0.0791015625
276,0.0205078125
277,-0.0712890625
278,0.0625
279,0.13671875
280,0.06640625
281,-0.1083984375
282,-0.0576171875
283,0.0224609375
284,-0.0283203125
285,-0.234375
286,-0.0751953125
287,0.0185546875
288,-0.0234375
289,-0.16796875
290,-0.1357421875
291,-0.0419921875
292,-0.0732421875
293,-0.1396484375
294,0.0029296875
295,0.0771484375
296,0.017578125
297,-0.1162109375
298,0.0224609375
299,0.0986328125
300,0.0390625
301,-0.0361328125
302,0.0927734375
303,0.1611328125
304,0.087890625
305,-0.0146484375
306,0.0478515625
307,0.1083984375
308,0.03515625
309,-0.0791015625
310,0.0537109375
311,0.1220703125
312,0.0576171875
313,-0.0517578125
314,0.01171875
315,0.076171875
316,0.009765625
317,-0.107421875
318,0.03125
319,0.1064453125
320,0.0419921875
321,-0.0361328125
322,0.09375
323,0.1640625
324,0.0859375
325,-0.0048828125
326,0.119140625
327,0.1845703125
328,0.1015625
329,0.0087890625
330,0.1298828125
331,0.1953125
332,0.109375
333,-0.0166015625
334,0.1044921875
335,0.169921875
336,0.0908203125
337,-0.0458984375
338,0.0791015625
339,0.146484375
340,0.0703125
341,-0.01953125
342,0.1064453125
343,0.173828125
344,0.0888671875
345,-0.0703125
346,-0.0146484375
347,0.0556640625
348,-0.0146484375
349,-0.2080078125
350,-0.0576171875
351,0.03125
352,-0.0205078125
353,-0.134765625
354,-0.0693359375
355,0.0107421875
356,-0.046875
357,-0.2255859375
358,-0.1142578125
359,-0.025390625
360,-0.072265625
361,-0.2646484375
362,-0.1005859375
363,-0.00390625
364,-0.0439453125
365,-0.1162109375
366,0.0283203125
367,0.1025390625
368,0.0390625
369,-0.0849609375
370,0.0458984375
371,0.12109375
372,0.0498046875
373,-0.0859375
374,0.0439453125
375,0.1181640625
376,0.046875
377,-0.037109375
378,0.0908203125
379,0.16015625
380,0.0791015625
381,-0.0458984375
382,0.078125
383,0.1474609375
384,0.0703125
385,-0.06640625
386,0.060546875
387,0.1298828125
388,0.0576171875
389,-0.0302734375
390,0.095703125
391,0.1640625
392,0.0830078125
393,-0.078125
394,-0.0244140625
395,0.046875
396,-0.0205078125
397,-0.21875
398,-0.0673828125
399,0.0205078125
400,-0.02734375
401,-0.1455078125
402,-0.083984375
403,-0.00390625
404,-0.0546875
405,-0.2373046875
406,-0.12109375
407,-0.03515625
408,-0.078125
409,-0.2724609375
410,-0.1044921875
411,-0.0078125
412,-0.048828125
413,-0.134765625
414,0.0087890625
415,0.0869140625
416,0.0244140625
417,-0.1396484375
418,-0.0791015625
419,0.0029296875
420,-0.05078125
421,-0.2373046875
422,-0.080078125
423,0.01171875
424,-0.03125
425,-0.142578125
426,-0.0732421875
427,0.0048828125
428,-0.048828125
429,-0.22265625
430,-0.0654296875
431,0.0234375
432,-0.0224609375
433,-0.1435546875
434,0.0009765625
435,0.08203125
436,0.0234375
437,-0.1484375
438,-0.0869140625
439,-0.0048828125
440,-0.0546875
441,-0.1865234375
442,-0.0361328125
443,0.048828125
444,-0.0029296875
445,-0.123046875
446,0.0166015625
447,0.0947265625
448,0.03515625
449,-0.1279296875
450,-0.0693359375
451,0.0107421875
452,-0.0390625
453,-0.2333984375
454,-0.0732421875
455,0.01953125
456,-0.0224609375
457,-0.095703125
458,0.0439453125
459,0.119140625
460,0.0537109375
461,-0.0673828125
462,0.0615234375
463,0.1328125
464,0.0634765625
465,-0.076171875
466,0.052734375
467,0.125
468,0.0556640625
469,-0.0263671875
470,0.099609375
471,0.1650390625
472,0.08984375
473,-0.0341796875
474,0.08984375
475,0.1552734375
476,0.0810546875
477,-0.052734375
478,0.0732421875
479,0.138671875
480,0.0673828125
481,-0.03125
482,0.09375
483,0.1572265625
484,0.080078125
485,-0.0390625
486,0.0830078125
487,0.1484375
488,0.072265625
489,-0.0537109375
490,0.0703125
491,0.1376953125
492,0.0634765625
493,-0.1123046875
494,-0.052734375
495,0.0185546875
496,-0.037109375
497,-0.236328125
498,-0.123046875
499,-0.0390625
500,-0.080078125
501,-0.2197265625
502,-0.0615234375
503,0.0234375
504,-0.0244140625
505,-0.142578125
506,0.0
507,0.0810546875
508,0.01953125
509,-0.10546875
510,0.029296875
511,0.1044921875
512,0.0400390625
513,-0.111328125
514,0.021484375
515,0.0966796875
516,0.0322265625
517,-0.10546875
518,-0.0791015625
519,0.0009765625
520,-0.046875
521,-0.2197265625
522,-0.1337890625
523,-0.0439453125
524,-0.0810546875
525,-0.181640625
526,-0.03125
527,0.0556640625
528,0.0029296875
529,-0.130859375
530,-0.0693359375
531,0.0107421875
532,-0.0439453125
533,-0.2265625
534,-0.115234375
535,-0.025390625
536,-0.068359375
537,-0.20703125
538,-0.09375
539,-0.0107421875
540,-0.0576171875
541,-0.1767578125
542,-0.0263671875
543,0.056640625
544,0.0048828125
545,-0.1162109375
546,0.0234375
547,0.103515625
548,0.0390625
549,-0.1123046875
550,0.0263671875
551,0.1015625
552,0.0390625
553,-0.1123046875
554,-0.0859375
555,-0.0009765625
556,-0.0478515625
557,-0.1640625
558,-0.015625
559,0.068359375
560,0.0126953125
561,-0.12109375
562,-0.0546875
563,0.021484375
564,-0.033203125
565,-0.244140625
566,-0.0810546875
567,0.01171875
568,-0.02734375
569,-0.099609375
570,0.0439453125
571,0.1201171875
572,0.0537109375
573,-0.0654296875
574,0.0634765625
575,0.1376953125
576,0.068359375
577,-0.0810546875
578,0.048828125
579,0.1220703125
580,0.0546875
581,-0.09765625
582,-0.0693359375
583,0.009765625
584,-0.037109375
585,-0.1533203125
586,-0.0078125
587,0.0751953125
588,0.0185546875
589,-0.1103515625
590,-0.0478515625
591,0.02734375
592,-0.0263671875
593,-0.2373046875
594,-0.123046875
595,-0.0361328125
596,-0.0732421875
597,-0.1884765625
598,-0.0771484375
599,0.0068359375
600,-0.04296875
601,-0.2216796875
602,-0.0654296875
603,0.03125
604,-0.013671875
605,-0.169921875
606,-0.0205078125
607,0.068359375
608,0.0126953125
609,-0.1396484375
610,-0.1015625
611,-0.0126953125
612,-0.0537109375
613,-0.169921875
614,-0.015625
615,0.0712890625
616,0.0185546875
617,-0.109375
618,-0.04296875
619,0.0380859375
620,-0.01953125
621,-0.2373046875
622,-0.0751953125
623,0.01953125
624,-0.0205078125
625,-0.1279296875
626,-0.060546875
627,0.0244140625
628,-0.0283203125
629,-0.21484375
630,-0.0576171875
631,0.0390625
632,-0.005859375
633,-0.166015625
634,-0.0126953125
635,0.0732421875
636,0.0205078125
637,-0.130859375
638,-0.1005859375
639,-0.0126953125
640,-0.046875
641,-0.15625
642,-0.0078125
643,0.0771484375
644,0.025390625
645,-0.0693359375
646,0.064453125
647,0.13671875
648,0.0732421875
649,-0.06640625
650,0.0615234375
651,0.1318359375
652,0.0693359375
653,-0.0087890625
654,0.115234375
655,0.1796875
656,0.107421875
657,-0.0126953125
658,0.1083984375
659,0.1728515625
660,0.1015625
661,-0.033203125
662,0.0908203125
663,0.1572265625
664,0.0869140625
665,-0.0029296875
666,0.1181640625
667,0.1826171875
668,0.1044921875
669,-0.017578125
670,0.037109375
671,0.0966796875
672,0.02734375
673,-0.1533203125
674,-0.0498046875
675,0.0224609375
676,-0.0302734375
677,-0.2333984375
678,-0.07421875
679,0.015625
680,-0.0234375
681,-0.09765625
682,0.041015625
683,0.1162109375
684,0.0537109375
685,-0.0712890625
686,0.05859375
687,0.1279296875
688,0.0634765625
689,-0.091796875
690,0.0390625
691,0.1103515625
692,0.048828125
693,-0.07421875
694,0.0537109375
695,0.125
696,0.0595703125
697,-0.052734375
698,0.0712890625
699,0.138671875
700,0.0703125
701,-0.0283203125
702,0.0927734375
703,0.1572265625
704,0.0869140625
705,-0.0205078125
706,0.1005859375
707,0.162109375
708,0.091796875
709,0.0
710,0.12109375
711,0.181640625
712,0.1025390625
713,0.0068359375
714,0.1240234375
715,0.1865234375
716,0.1025390625
717,-0.0224609375
718,0.03125
719,0.0888671875
720,0.0166015625
721,-0.1630859375
722,-0.0615234375
723,0.0078125
724,-0.0439453125
725,-0.2412109375
726,-0.0849609375
727,0.00390625
728,-0.037109375
729,-0.1904296875
730,-0.158203125
731,-0.0654296875
732,-0.095703125
733,-0.2060546875
734,-0.052734375
735,0.0341796875
736,-0.01171875
737,-0.1435546875
738,-0.0751953125
739,0.001953125
740,-0.046875
741,-0.25
742,-0.0927734375
743,0.0029296875
744,-0.0341796875
745,-0.1572265625
